DateTime,Hour,911_10,911_15,911_20,911_40,911_60,911_120,911_121,911_AB,911_T,911_PCT_10,911_PCT_15,911_PCT_20,911_PCT_40,911_PCT_AB,ADM_10,ADM_15,ADM_20,ADM_40,ADM_60,ADM_120,ADM_121,ADM_AB,ADM_T,Total,ADM_PCT_10,PCT_ADM_15,ADM_PCT_20,ADM_PCT_40,ADM_PCT_AB,TTL_PCT_10,TTL_PCT_15,TTL_PCT_20,TTL_PCT_40,TTL_PCT_AB
11/16/2025 0:00,00,7,1,0,0,0,0,0,4,12,0.875,1,1,1,0.3333,12,1,0,0,0,0,0,0,13,25,0.9231,1,1,1,0,0.9048,1,1,1,0.16
11/16/2025 1:00,01,0,0,0,0,0,0,0,1,1,0,0,0,0,1,8,0,0,0,0,0,0,0,8,9,1,1,1,1,0,1,1,1,1,0.1111
11/16/2025 2:00,02,2,1,0,0,0,0,0,1,4,0.6667,1,1,1,0.25,10,0,0,0,0,0,0,0,10,14,1,1,1,1,0,0.9231,1,1,1,0.0714
11/16/2025 3:00,03,3,0,0,0,0,0,0,0,3,1,1,1,1,0,7,1,0,0,0,0,0,0,8,11,0.875,1,1,1,0,0.9091,1,1,1,0
11/16/2025 4:00,04,2,0,0,0,0,0,0,0,2,1,1,1,1,0,4,0,0,0,0,0,0,0,4,6,1,1,1,1,0,1,1,1,1,0
11/16/2025 5:00,05,4,0,0,0,0,0,0,0,4,1,1,1,1,0,7,2,0,0,0,0,0,0,9,13,0.7778,1,1,1,0,0.8462,1,1,1,0
11/16/2025 6:00,06,4,0,0,0,0,0,0,0,4,1,1,1,1,0,8,0,1,0,0,0,0,0,9,13,0.8889,0.8889,1,1,0,0.9231,0.9231,1,1,0
11/16/2025 7:00,07,3,0,0,0,0,0,0,1,4,1,1,1,1,0.25,7,0,0,0,0,0,0,0,7,11,1,1,1,1,0,1,1,1,1,0.0909
11/16/2025 8:00,08,4,0,0,0,0,0,0,0,4,1,1,1,1,0,14,0,0,0,0,0,0,0,14,18,1,1,1,1,0,1,1,1,1,0
11/16/2025 9:00,09,6,0,0,1,0,0,0,0,7,0.8571,0.8571,0.8571,1,0,14,0,1,2,0,0,0,0,17,24,0.8235,0.8235,0.8824,1,0,0.8333,0.8333,0.875,1,0
11/16/2025 10:00,10,6,0,0,0,0,0,0,0,6,1,1,1,1,0,14,0,0,0,0,0,0,0,14,20,1,1,1,1,0,1,1,1,1,0
11/16/2025 11:00,11,10,0,0,0,0,0,0,0,10,1,1,1,1,0,18,0,0,0,0,0,0,0,18,28,1,1,1,1,0,1,1,1,1,0
11/16/2025 12:00,12,12,0,0,0,0,0,0,0,12,1,1,1,1,0,13,0,0,0,0,0,0,0,13,25,1,1,1,1,0,1,1,1,1,0
11/16/2025 13:00,13,11,1,2,1,1,0,0,2,18,0.6875,0.75,0.875,0.9375,0.1111,18,0,0,2,2,0,0,6,28,46,0.8182,0.8182,0.8182,0.9091,0.2143,0.7632,0.7895,0.8421,0.9211,0.1739
11/16/2025 14:00,14,6,0,0,1,0,0,0,1,8,0.8571,0.8571,0.8571,1,0.125,11,1,0,0,0,0,0,0,12,20,0.9167,1,1,1,0,0.8947,0.9474,0.9474,1,0.05
11/16/2025 15:00,15,5,1,0,1,0,0,0,3,10,0.7143,0.8571,0.8571,1,0.3,14,4,0,1,0,0,0,0,19,29,0.7368,0.9474,0.9474,1,0,0.7308,0.9231,0.9231,1,0.1034
11/16/2025 16:00,16,9,0,0,0,0,0,0,2,11,1,1,1,1,0.1818,17,0,0,0,0,0,0,0,17,28,1,1,1,1,0,1,1,1,1,0.0714
11/16/2025 17:00,17,8,1,0,0,0,0,0,1,10,0.8889,1,1,1,0.1,15,2,0,0,0,0,0,0,17,27,0.8824,1,1,1,0,0.8846,1,1,1,0.037
11/16/2025 18:00,18,10,0,0,0,0,0,0,1,11,1,1,1,1,0.0909,18,0,0,0,0,0,0,0,18,29,1,1,1,1,0,1,1,1,1,0.0345
11/16/2025 19:00,19,4,0,0,0,0,0,0,2,6,1,1,1,1,0.3333,6,1,0,0,0,0,0,0,7,13,0.8571,1,1,1,0,0.9091,1,1,1,0.1538
11/16/2025 20:00,20,3,0,0,0,0,0,0,0,3,1,1,1,1,0,10,0,0,0,0,0,0,0,10,13,1,1,1,1,0,1,1,1,1,0
11/16/2025 21:00,21,10,0,0,0,0,0,0,1,11,1,1,1,1,0.0909,12,0,1,1,0,0,0,0,14,25,0.8571,0.8571,0.9286,1,0,0.9167,0.9167,0.9583,1,0.04
11/16/2025 22:00,22,7,0,0,0,0,0,0,1,8,1,1,1,1,0.125,9,0,0,0,0,0,0,0,9,17,1,1,1,1,0,1,1,1,1,0.0588
11/16/2025 23:00,23,5,0,0,0,0,0,0,0,5,1,1,1,1,0,5,1,0,0,0,0,0,0,6,11,0.8333,1,1,1,0,0.9091,1,1,1,0
11/17/2025 0:00,00,5,3,0,0,0,0,0,0,8,0.625,1,1,1,0,8,0,0,0,0,0,0,0,8,16,1,1,1,1,0,0.8125,1,1,1,0
11/17/2025 1:00,01,2,0,0,0,0,0,0,0,2,1,1,1,1,0,4,0,0,0,0,0,0,0,4,6,1,1,1,1,0,1,1,1,1,0
11/17/2025 2:00,02,3,0,0,0,0,0,0,0,3,1,1,1,1,0,9,0,0,0,0,0,0,0,9,12,1,1,1,1,0,1,1,1,1,0
11/17/2025 3:00,03,7,0,0,0,0,0,0,0,7,1,1,1,1,0,7,0,0,0,0,0,0,0,7,14,1,1,1,1,0,1,1,1,1,0
11/17/2025 4:00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,3,0,0,0,0,0,0,0,3,3,1,1,1,1,0,1,1,1,1,0
11/17/2025 5:00,05,1,0,0,0,0,0,0,1,2,1,1,1,1,0.5,10,0,0,0,0,0,0,0,10,12,1,1,1,1,0,1,1,1,1,0.0833
11/17/2025 6:00,06,1,0,0,0,0,0,0,0,1,1,1,1,1,0,8,1,0,1,0,0,0,0,10,11,0.8,0.9,0.9,1,0,0.8182,0.9091,0.9091,1,0
11/17/2025 7:00,07,1,1,0,0,0,0,0,0,2,0.5,1,1,1,0,24,1,0,0,0,0,0,0,25,27,0.96,1,1,1,0,0.9259,1,1,1,0
11/17/2025 8:00,08,3,1,0,0,0,0,0,1,5,0.75,1,1,1,0.2,27,5,0,1,0,0,0,0,33,38,0.8182,0.9697,0.9697,1,0,0.8108,0.973,0.973,1,0.0263
11/17/2025 9:00,09,4,2,0,0,0,0,0,2,8,0.6667,1,1,1,0.25,27,2,1,2,0,0,0,0,32,40,0.8438,0.9063,0.9375,1,0,0.8158,0.9211,0.9474,1,0.05
11/17/2025 10:00,10,4,0,1,0,0,0,0,1,6,0.8,0.8,1,1,0.1667,26,7,7,0,0,0,0,0,40,46,0.65,0.825,1,1,0,0.6667,0.8222,1,1,0.0217
11/17/2025 11:00,11,5,0,0,0,0,0,0,1,6,1,1,1,1,0.1667,27,2,1,3,0,0,0,0,33,39,0.8182,0.8788,0.9091,1,0,0.8421,0.8947,0.9211,1,0.0256
11/17/2025 12:00,12,4,0,1,0,0,0,0,2,7,0.8,0.8,1,1,0.2857,22,2,3,2,0,0,0,0,29,36,0.7586,0.8276,0.931,1,0,0.7647,0.8235,0.9412,1,0.0556
11/17/2025 13:00,13,6,3,1,1,0,0,0,4,15,0.5455,0.8182,0.9091,1,0.2667,21,7,2,0,1,0,0,4,35,50,0.6774,0.9032,0.9677,0.9677,0.1143,0.6429,0.881,0.9524,0.9762,0.16
11/17/2025 14:00,14,12,0,0,0,0,0,0,0,12,1,1,1,1,0,20,4,1,0,0,0,0,0,25,37,0.8,0.96,1,1,0,0.8649,0.973,1,1,0
11/17/2025 15:00,15,10,1,0,0,0,0,0,2,13,0.9091,1,1,1,0.1538,26,5,1,1,0,0,0,0,33,46,0.7879,0.9394,0.9697,1,0,0.8182,0.9545,0.9773,1,0.0435
11/17/2025 16:00,16,10,3,0,0,0,0,0,2,15,0.7692,1,1,1,0.1333,19,4,1,0,0,0,0,0,24,39,0.7917,0.9583,1,1,0,0.7838,0.973,1,1,0.0513
11/17/2025 17:00,17,10,1,1,0,0,0,0,2,14,0.8333,0.9167,1,1,0.1429,17,5,3,3,0,0,0,1,29,43,0.6071,0.7857,0.8929,1,0.0345,0.675,0.825,0.925,1,0.0698
11/17/2025 18:00,18,8,0,1,0,0,0,0,0,9,0.8889,0.8889,1,1,0,14,6,5,2,0,0,0,1,28,37,0.5185,0.7407,0.9259,1,0.0357,0.6111,0.7778,0.9444,1,0.027
11/17/2025 19:00,19,4,0,0,0,0,0,0,1,5,1,1,1,1,0.2,12,0,0,1,0,0,0,0,13,18,0.9231,0.9231,0.9231,1,0,0.9412,0.9412,0.9412,1,0.0556
11/17/2025 20:00,20,5,1,0,0,0,0,0,0,6,0.8333,1,1,1,0,19,1,0,0,0,0,0,0,20,26,0.95,1,1,1,0,0.9231,1,1,1,0
11/17/2025 21:00,21,7,0,0,0,1,0,0,0,8,0.875,0.875,0.875,0.875,0,13,2,0,0,0,0,0,0,15,23,0.8667,1,1,1,0,0.8696,0.9565,0.9565,0.9565,0
11/17/2025 22:00,22,3,0,0,0,0,0,0,1,4,1,1,1,1,0.25,16,1,0,0,0,0,0,0,17,21,0.9412,1,1,1,0,0.95,1,1,1,0.0476
11/17/2025 23:00,23,5,1,0,1,0,0,0,1,8,0.7143,0.8571,0.8571,1,0.125,6,2,0,1,0,0,0,0,9,17,0.6667,0.8889,0.8889,1,0,0.6875,0.875,0.875,1,0.0588
11/18/2025 0:00,00,1,0,0,0,1,0,0,0,2,0.5,0.5,0.5,0.5,0,17,1,0,2,0,0,0,0,20,22,0.85,0.9,0.9,1,0,0.8182,0.8636,0.8636,0.9545,0
11/18/2025 1:00,01,3,0,0,0,0,0,0,0,3,1,1,1,1,0,11,0,0,0,0,0,0,0,11,14,1,1,1,1,0,1,1,1,1,0
11/18/2025 2:00,02,3,0,0,0,0,0,0,1,4,1,1,1,1,0.25,8,0,0,0,0,0,0,0,8,12,1,1,1,1,0,1,1,1,1,0.0833
11/18/2025 3:00,03,1,0,0,0,0,0,0,0,1,1,1,1,1,0,8,2,0,0,0,0,0,0,10,11,0.8,1,1,1,0,0.8182,1,1,1,0
11/18/2025 4:00,04,4,1,0,0,0,0,0,0,5,0.8,1,1,1,0,5,0,0,0,0,0,0,0,5,10,1,1,1,1,0,0.9,1,1,1,0
11/18/2025 5:00,05,1,0,0,0,0,0,0,1,2,1,1,1,1,0.5,4,0,0,0,0,0,0,0,4,6,1,1,1,1,0,1,1,1,1,0.1667
11/18/2025 6:00,06,10,0,0,0,0,0,0,1,11,1,1,1,1,0.0909,10,4,0,0,0,0,0,0,14,25,0.7143,1,1,1,0,0.8333,1,1,1,0.04
11/18/2025 7:00,07,9,1,0,0,0,0,0,3,13,0.9,1,1,1,0.2308,16,8,3,3,0,0,0,0,30,43,0.5333,0.8,0.9,1,0,0.625,0.85,0.925,1,0.0698
11/18/2025 8:00,08,9,1,0,0,0,0,0,1,11,0.9,1,1,1,0.0909,27,12,2,1,0,0,0,0,42,53,0.6429,0.9286,0.9762,1,0,0.6923,0.9423,0.9808,1,0.0189
11/18/2025 9:00,09,8,1,0,0,0,0,0,2,11,0.8889,1,1,1,0.1818,23,4,2,1,0,0,0,0,30,41,0.7667,0.9,0.9667,1,0,0.7949,0.9231,0.9744,1,0.0488
11/18/2025 10:00,10,8,1,0,0,0,0,0,0,9,0.8889,1,1,1,0,34,15,2,2,0,0,0,0,53,62,0.6415,0.9245,0.9623,1,0,0.6774,0.9355,0.9677,1,0
11/18/2025 11:00,11,6,0,0,1,0,0,0,0,7,0.8571,0.8571,0.8571,1,0,23,7,0,1,0,0,0,0,31,38,0.7419,0.9677,0.9677,1,0,0.7632,0.9474,0.9474,1,0
11/18/2025 12:00,12,3,0,3,0,0,0,0,1,7,0.5,0.5,1,1,0.1429,22,5,3,4,1,1,0,0,36,43,0.6111,0.75,0.8333,0.9444,0,0.5952,0.7143,0.8571,0.9524,0.0233
11/18/2025 13:00,13,5,3,0,0,1,0,0,1,10,0.5556,0.8889,0.8889,0.8889,0.1,18,6,2,2,2,0,0,4,34,44,0.6,0.8,0.8667,0.9333,0.1176,0.5897,0.8205,0.8718,0.9231,0.1136
11/18/2025 14:00,14,12,0,1,0,0,1,0,1,15,0.8571,0.8571,0.9286,0.9286,0.0667,19,8,1,0,0,0,0,0,28,43,0.6786,0.9643,1,1,0,0.7381,0.9286,0.9762,0.9762,0.0233
11/18/2025 15:00,15,9,0,0,0,0,0,0,0,9,1,1,1,1,0,33,12,0,0,0,0,0,0,45,54,0.7333,1,1,1,0,0.7778,1,1,1,0
11/18/2025 16:00,16,3,1,0,1,0,0,0,3,8,0.6,0.8,0.8,1,0.375,19,9,1,1,0,0,0,0,30,38,0.6333,0.9333,0.9667,1,0,0.6286,0.9143,0.9429,1,0.0789
